,uuid,center_x,center_y,center_z,direction_x,direction_y,direction_z,end_closed,end_reachable,facet_count,length,radius
915,0d496fae-5114-49a3-ba08-833d138790be,65.7225016064,-28.2575000982,6.9850001335,0.0,0.0,1.0,True,True,0,8.8900003433,1.904998632
915,0d496fae-5114-49a3-ba08-833d138790be,65.7225016852,-58.1025001962,6.9850001335,0.0,0.0,1.0,True,True,0,8.8900003433,1.9049987282
916,2fc48af1-88cb-431d-82e5-b6171f3883f9,63.5,15.7911799698,0.8572500031,1.0,0.0,0.0,True,True,188,31.75,12.6872999463
917,990a5201-77d0-4776-8604-25590a63fc96,-6.693e-07,-3.4e-09,5.1634435654,0.0,0.0,1.0,True,False,498,1.52688694,5.6250000251
918,3969477e-b2d9-4268-b2c1-a183693aba21,30.0000013646,40.4999999526,-8.5,0.0,0.0,1.0,True,True,158,13.0,3.99999988
918,3969477e-b2d9-4268-b2c1-a183693aba21,130.0000023208,149.499999909,-8.5,0.0,0.0,1.0,True,True,158,13.0,4.0000008048
918,3969477e-b2d9-4268-b2c1-a183693aba21,130.0000027553,40.4999999526,-8.5,0.0,0.0,1.0,True,True,158,13.0,4.0000001603
919,ec215dd0-448a-4402-a9b7-3d0932af0b07,18.5,41.5373999756,-9.41e-08,1.0,0.0,0.0,True,True,224,11.7000007629,6.5499998924
920,9a3d7b2d-65b8-43f1-b4bf-10eb0c5f8262,5.9999983388,-297.299987793,-166.4499992191,0.0,1.0,0.0,True,False,0,2.0,3.499999906
920,9a3d7b2d-65b8-43f1-b4bf-10eb0c5f8262,5.9999986219,-297.299987793,-146.2019223396,0.0,1.0,0.0,True,False,0,2.0,3.499999801
920,9a3d7b2d-65b8-43f1-b4bf-10eb0c5f8262,42.0000005779,-297.299987793,-146.2019223396,0.0,1.0,0.0,True,False,0,2.0,3.4999992328
920,9a3d7b2d-65b8-43f1-b4bf-10eb0c5f8262,42.0000008611,-297.299987793,-166.4499992191,0.0,1.0,0.0,True,False,0,2.0,3.4999993378
921,e5013cd5-98bf-4e71-a9dc-22e1be72cc47,-7.52316395e-25,-7.52316395e-25,2.0,-4.454244406e-20,-1.15401809e-18,-1.0,True,True,184,56.0,5.0
921,e5013cd5-98bf-4e71-a9dc-22e1be72cc47,-4.231779684e-25,-4.231779684e-25,32.5,-4.580581678e-20,-1.148097329e-18,-1.0,True,True,184,5.0,7.5
921,e5013cd5-98bf-4e71-a9dc-22e1be72cc47,0.0,0.0,-32.0499992371,-4.620172727e-20,-1.161559537e-18,-1.0,True,True,184,12.0999984741,4.0
922,27e17b0d-3104-444f-aad0-1eebe6cc92e2,4.4000000988,13.3999997994,-2.7622e-06,0.9999999372,5.8917e-06,-9.5953e-06,True,True,242,6.80005085,2.2500005109
923,9f8e5476-6203-454c-bf2c-0ad897013f4c,0.2510007396,27.0471374311,26.2753589695,-1.0,0.0,0.0,True,False,66,0.5000009984,0.958425875
924,96b97f12-631b-42ac-86c3-0a827a910c29,-44.9995633191,1.8999999249,3.0127e-06,-4.30684e-05,0.9999999386,-8.445e-06,True,False,0,2.0000218022,0.2498998877
924,96b97f12-631b-42ac-86c3-0a827a910c29,-31.5000030316,1.899999925,-2.4995630249,8.6141e-06,0.9999999378,-4.36318e-05,True,False,0,2.0000220944,0.2498996844
924,96b97f12-631b-42ac-86c3-0a827a910c29,-31.4999958694,1.8999999842,2.4995628021,-1.14624e-05,0.9999999378,4.42394e-05,True,False,0,2.0000228245,0.2498995538
924,96b97f12-631b-42ac-86c3-0a827a910c29,-10.5000028188,1.8999999139,-2.4995633079,7.9686e-06,0.9999999377,-4.29087e-05,True,False,0,2.0000216555,0.2498998189
924,96b97f12-631b-42ac-86c3-0a827a910c29,-10.4999961128,1.8999999768,2.4995630653,-1.08294e-05,0.9999999378,4.3573e-05,True,False,0,2.0000224067,0.249899676
924,96b97f12-631b-42ac-86c3-0a827a910c29,10.4999971812,1.8999999139,-2.4995633079,7.9686e-06,0.9999999377,-4.29087e-05,True,False,0,2.0000216555,0.2498998189
924,96b97f12-631b-42ac-86c3-0a827a910c29,10.5000038872,1.8999999768,2.4995630653,-1.08294e-05,0.9999999378,4.3573e-05,True,False,0,2.0000224067,0.249899676
924,96b97f12-631b-42ac-86c3-0a827a910c29,44.9995687359,1.89999994,-1.6239e-06,2.7886e-05,0.9999999566,4.5523e-06,True,False,0,2.0000140235,0.2499031682
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-299.4499969482,-92.6863350237,-4084.775069874,-1.0,0.0,0.0,True,False,96,21.3999938965,2.9999997872
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-299.4499969482,-52.7199830034,-4086.4153887703,-1.0,0.0,0.0,True,False,96,21.3999938965,2.9999810963
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-299.4499969482,-89.4056937072,-4004.8423606903,-1.0,0.0,0.0,True,False,96,21.3999938965,2.9999996197
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-299.4499969482,-49.4393419753,-4006.4826715078,-1.0,0.0,0.0,True,False,96,21.3999938965,3.0000101565
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-287.96875,-84.0378037182,-3874.3027203236,-1.0,0.0,0.0,True,False,96,44.200012207,4.0000140234
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-287.96875,-44.0918343479,-3875.9421397585,-1.0,0.0,0.0,True,False,96,44.200012207,4.00000571
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-107.0186004639,-34.3951813343,-4068.3272219385,-1.0,0.0,0.0,True,False,96,0.3000030518,6.0000011692
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-107.0186004639,-39.7411460146,-4018.3227219441,-1.0,0.0,0.0,True,False,96,0.3000030518,5.9999970882
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-107.0186004639,-89.7456275027,-4023.6686905038,-1.0,0.0,0.0,True,False,96,0.3000030518,5.9999973958
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,-107.0186004639,-84.3996764597,-4073.67316923,-1.0,0.0,0.0,True,False,96,0.3000030518,6.0000069586
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,107.0186004639,-39.7411530094,-4018.3227012303,1.0,0.0,0.0,True,False,96,0.3000030518,5.9999975212
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,107.0186004639,-34.3951811101,-4068.3272229512,1.0,0.0,0.0,True,False,96,0.3000030518,6.0000000272
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,107.0186004639,-84.3996433482,-4073.6731863228,1.0,0.0,0.0,True,False,96,0.3000030518,6.0000081033
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,107.0186004639,-89.7456302226,-4023.6687008769,1.0,0.0,0.0,True,False,96,0.3000030518,6.0000061449
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,287.96875,-44.0918343479,-3875.9421397585,1.0,0.0,0.0,True,False,96,44.200012207,4.00000571
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,287.96875,-84.0378037182,-3874.3027203236,1.0,0.0,0.0,True,False,96,44.200012207,4.0000140234
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,299.4499969482,-92.6863350237,-4084.775069874,1.0,0.0,0.0,True,False,96,21.3999938965,2.9999997872
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,299.4499969482,-52.7199830034,-4086.4153887703,1.0,0.0,0.0,True,False,96,21.3999938965,2.9999810963
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,299.4499969482,-49.4393419753,-4006.4826715078,1.0,0.0,0.0,True,False,96,21.3999938965,3.0000101565
925,1de068ed-c20f-4895-b25b-4e5eca1d7eed,299.4499969482,-89.4056937072,-4004.8423606903,1.0,0.0,0.0,True,False,96,21.3999938965,2.9999996197
926,a95efaaa-31a5-43f6-a781-b0fd9401fc81,6.674e-07,-7e-10,9.7000002861,-9.945955836e-21,4.037321777e-20,-1.0,True,False,234,1.1999998093,4.9499994998
926,a95efaaa-31a5-43f6-a781-b0fd9401fc81,6.674e-07,-4e-10,0.25,3.214552679e-21,1.520411815e-19,1.0,True,True,234,15.5,4.9499994998
927,f3914ea2-f057-46f3-a026-de33372de0bb,-99.9999999539,4.5,69.9999998064,0.0,-1.0,0.0,True,True,0,9.0,6.9999989266
927,f3914ea2-f057-46f3-a026-de33372de0bb,100.0000000461,4.5,69.9999998064,0.0,-1.0,0.0,True,True,0,9.0,6.9999989266
928,ab42c810-316a-4ba5-af36-f3d9944949e0,242.2916519079,35.4818184222,17.0000004768,-0.1353020713,-0.9908043942,7.69e-07,True,True,168,0.5000151024,2.2000009752
928,ab42c810-316a-4ba5-af36-f3d9944949e0,242.2916519079,35.4818184221,-17.0000004768,-0.1353020711,-0.9908043942,7.688e-07,True,True,168,0.5000151016,2.2000009752
928,ab42c810-316a-4ba5-af36-f3d9944949e0,315.6112060212,25.4696443009,17.0000004768,-0.1353016251,-0.9908044528,-3.1933e-06,True,True,168,0.5000202625,2.2000010844
928,ab42c810-316a-4ba5-af36-f3d9944949e0,315.6112060212,25.469644301,-17.0000004768,-0.1353016249,-0.9908044529,-3.1931e-06,True,True,168,0.5000202612,2.2000010844
928,ab42c810-316a-4ba5-af36-f3d9944949e0,345.1504862705,16.267799429,-0.0001892443,-0.9996185549,-0.0218695501,0.0015184328,True,True,195,1.502809307,5.1500864425
929,029804f8-f1a3-4d31-b5bd-6d98cbd86356,-60.0005862045,9.9998360571,-3.8649995913,0.000862569,0.000248833,0.9999500832,True,False,352,3.4199730975,5.5549990569
929,029804f8-f1a3-4d31-b5bd-6d98cbd86356,-60.0000000283,9.9999998352,-1.0800000429,0.0,0.0,1.0,True,False,180,2.1600000858,3.9599999921
929,029804f8-f1a3-4d31-b5bd-6d98cbd86356,59.99941439,9.999840202,-3.8649995665,0.0008619318,0.0002425631,0.9999503271,True,False,352,3.419947158,5.5549990605
929,029804f8-f1a3-4d31-b5bd-6d98cbd86356,59.9999999717,9.9999998352,-1.0800000429,0.0,0.0,1.0,True,False,180,2.1600000858,3.9599999921
930,eb05b3da-b124-4e26-a370-e6f7476986bd,-7.689143436e-24,-7.689143169e-24,-4.4450001717,0.0,0.0,-1.0,True,True,172,8.8900003433,11.3030002257
931,dc6ef73a-a2b2-4cdb-89d6-0900bc560bb5,13.5,0.0,0.0,1.0,0.0,0.0,True,True,232,19.0,3.0
931,dc6ef73a-a2b2-4cdb-89d6-0900bc560bb5,24.5,0.0,0.0,-1.0,0.0,0.0,True,False,232,1.0,3.0
932,b4caae99-c611-48b7-bcab-11d4078ba54a,41.5216724462,85.4999987385,373.3036041248,4.4894e-06,-6.0135e-06,-0.9999994585,True,False,76,8.5001579418,8.5000085142
933,da4d7318-4f06-423c-96fb-00c85fe72337,-16.6227315341,-20.2193253401,27.2100000381,0.0,0.0,1.0,True,True,0,1.4600009918,0.7304831071
933,da4d7318-4f06-423c-96fb-00c85fe72337,-16.6021616701,-22.3838169142,27.2100000381,0.0,0.0,1.0,True,True,0,1.4600009918,0.9788676779
933,da4d7318-4f06-423c-96fb-00c85fe72337,-15.9782312163,-25.0148774523,27.2100000381,0.0,0.0,1.0,True,True,0,1.4600009918,1.2380729356
933,da4d7318-4f06-423c-96fb-00c85fe72337,-1.859163547,-18.9165535788,27.2100000381,0.0,0.0,1.0,True,True,0,1.4600009918,1.7058138525
933,da4d7318-4f06-423c-96fb-00c85fe72337,6.3047616745,-24.9766698325,27.2100000381,0.0,0.0,1.0,True,True,0,1.4600009918,1.4850000097
934,77efc64d-d392-4bf9-8247-feae558ac039,55.0529997109,1.2747e-06,-9.29e-08,-0.9999953929,0.0001166972,0.0003041273,True,True,0,3.8972575562,4.9999983636
935,e969344a-7417-4628-8531-417da9f7632c,-4.9747604418,11.6699999581,57.5928573608,0.0,0.0,1.0,True,True,0,3.4000015259,3.9499997078
936,0a20b4cd-946e-4230-aad3-550ee7814ef0,-10.8363727223,2.75,1.2751840547,0.0,1.0,0.0,True,True,0,0.5,1.012090174
936,0a20b4cd-946e-4230-aad3-550ee7814ef0,-6.0350906099,2.75,1.2751840411,0.0,1.0,0.0,True,True,0,0.5,1.0120901636
937,fa707214-8186-4f89-82e5-bd10bc4baa19,3.178536707e-23,8.0,-3.178536726e-23,0.0,1.0,0.0,True,True,0,6.0,32.5
937,fa707214-8186-4f89-82e5-bd10bc4baa19,3.183802905e-23,1.5,-3.183802972e-23,0.0,-1.0,0.0,True,True,0,3.0,46.0
937,fa707214-8186-4f89-82e5-bd10bc4baa19,5.825938083e-23,4.0,-5.825938213e-23,0.0,1.0,0.0,True,True,0,2.0,44.0000001365
938,2ae9c238-ebe3-4830-a4f5-880eae2765b5,1.576949084e-24,47.625,-1.576949105e-24,0.0,1.0,0.0,True,True,220,19.0500030518,7.2389998436
939,e0341ff9-6cda-4984-853f-79ad53cfcf22,-42.99997542,67.5000192609,6.9999011955,0.0001177583,6.01513e-05,-0.9999982413,True,True,178,18.0011245432,4.9999866365
939,e0341ff9-6cda-4984-853f-79ad53cfcf22,-42.9999754183,-67.499980386,6.9999012944,0.0001177104,6.01737e-05,-0.9999982414,True,True,178,18.0011244161,4.9999865827
939,e0341ff9-6cda-4984-853f-79ad53cfcf22,42.9999673728,-67.4999790793,6.9998627807,-0.0001521634,7.00934e-05,-0.9999988793,True,True,178,18.0013993394,4.9999816763
939,e0341ff9-6cda-4984-853f-79ad53cfcf22,43.0000005582,67.4997529729,7.0000001968,-3.4512e-06,-0.0007964832,-0.9999774571,True,False,178,18.007959299,5.0000093767
940,e634f00b-458e-458a-a304-1546864250ec,0.028284818,20.3755356462,67.3841171264,-0.0007020771,0.709027471,0.7050184927,True,True,288,1.3609678089,18.9999596349
940,e634f00b-458e-458a-a304-1546864250ec,15.0181855618,-43.7695835683,104.702319006,-0.9995317728,-0.007147144,0.0007288561,True,False,58,0.285586837,0.4007276489
941,5666ebe4-0407-4f45-b966-f9b0c6a3bf13,53.999999979,132.0000003088,9.0,0.0,0.0,-1.0,True,True,0,1.0,7.0000003126
942,a5b9cb4c-5fcd-4df1-9702-76fe2c97edac,5.875,-0.650000006,0.0,0.0,1.0,0.0,True,True,196,0.6999999881,2.0
942,a5b9cb4c-5fcd-4df1-9702-76fe2c97edac,5.875,-0.650000006,-27.0,0.0,1.0,0.0,True,True,196,0.6999999881,2.0
942,a5b9cb4c-5fcd-4df1-9702-76fe2c97edac,40.125,-0.650000006,-27.0,0.0,1.0,0.0,True,True,196,0.6999999881,2.0
942,a5b9cb4c-5fcd-4df1-9702-76fe2c97edac,40.125,-0.650000006,0.0,0.0,1.0,0.0,True,True,196,0.6999999881,2.0
942,a5b9cb4c-5fcd-4df1-9702-76fe2c97edac,74.375,-0.650000006,0.0,0.0,1.0,0.0,True,True,196,0.6999999881,2.0
942,a5b9cb4c-5fcd-4df1-9702-76fe2c97edac,74.375,-0.650000006,-27.0,0.0,1.0,0.0,True,True,196,0.6999999881,2.0
942,a5b9cb4c-5fcd-4df1-9702-76fe2c97edac,108.625,-0.650000006,-27.0,0.0,1.0,0.0,True,True,196,0.6999999881,2.0
942,a5b9cb4c-5fcd-4df1-9702-76fe2c97edac,108.625,-0.650000006,0.0,0.0,1.0,0.0,True,True,196,0.6999999881,2.0
943,dcebe488-5303-48c1-9b02-def964bbf103,-7.523164115e-25,-7.523164006e-25,45.125,1.801585743e-19,-4.357642538e-18,1.0,True,True,0,10.25,5.0
943,dcebe488-5303-48c1-9b02-def964bbf103,-7.523164115e-25,-7.523164006e-25,-7.75,0.0,0.0,-1.0,True,True,0,15.5,5.0
944,8b419b32-4d15-4a89-88e0-4a513111cdf1,-9.39e-07,2.7646e-06,2.2500002741,0.0001319573,-0.000369247,0.9998728075,True,True,229,3.5098033523,12.499999446
945,8cfad316-99e2-4aef-b9ba-a0b60a595ca7,-6.39e-08,-7e-10,42.5,0.0,0.0,-1.0,True,True,190,5.0,19.4999998112
946,16ab16c1-35b3-4cc6-9854-673f0f1d3a17,0.0,0.0,6.5,0.0,0.0,-1.0,True,True,214,13.0,2.4505000114
947,f3b5b9ae-5665-448a-9d86-9c258c1d967e,14.170622811,0.200000003,17.5739373043,0.0,-1.0,0.0,True,True,0,0.400000006,0.851847724
948,8195eaa7-c1ad-4bbb-9511-d0af17c78dce,3.009265612e-24,-18.0,-3.009265612e-24,0.0,-1.0,0.0,True,True,0,36.0,10.0
949,784d73dc-3915-42aa-9d00-9b88edce4209,-4.75,-3.64e-08,-3.66e-08,-1.0,0.0,0.0,True,True,224,6.5,4.9999997795
950,affa5911-7aae-4f25-80bf-7c394b950ca9,5.2500001192,12.5949997902,-19.75,0.0,1.0,0.0,True,True,0,5.1899995804,3.1750000715
950,affa5911-7aae-4f25-80bf-7c394b950ca9,5.2500001192,16.9580001831,-19.75,0.0,-1.0,0.0,True,False,0,2.0559997559,3.1750000715
951,52a4a666-8a9d-47a6-9287-b5491b51d2fe,307.2500012455,160.3874969482,293.5621235132,0.0,1.0,0.0,True,False,78,0.375,3.9849976675
951,52a4a666-8a9d-47a6-9287-b5491b51d2fe,307.2500012711,160.3874969482,243.5621227463,0.0,1.0,0.0,True,False,78,0.375,3.9849988183
951,52a4a666-8a9d-47a6-9287-b5491b51d2fe,340.24999973,160.3874969482,219.5121233584,0.0,1.0,0.0,True,False,78,0.375,3.9849994893
951,52a4a666-8a9d-47a6-9287-b5491b51d2fe,373.2500012589,160.3874969482,293.5621235132,0.0,1.0,0.0,True,False,78,0.375,3.9849976675
951,52a4a666-8a9d-47a6-9287-b5491b51d2fe,373.2500012844,160.3874969482,243.5621227463,0.0,1.0,0.0,True,False,78,0.375,3.9849988183
952,edc9a6b9-7cc4-451a-8c4d-2654d4fd0b98,3e-10,68.0,-5e-10,0.0,1.0,0.0,True,True,220,3.0,19.9700002249
953,cac9f35f-dcc2-401f-aac2-24b757040cf1,-45.0000004222,-145.9995151827,97.5,0.0,0.0,1.0,True,True,118,5.0,14.9999999167
954,e0cd1886-f36a-46da-81c7-9dd45e2b3325,-50.1649993881,176.3060000007,-82.5119018555,0.0,0.0,-1.0,True,True,156,3.1750030518,3.8100015422
954,e0cd1886-f36a-46da-81c7-9dd45e2b3325,-50.1649990082,27.9399995804,-82.5119018555,0.0,0.0,-1.0,True,True,156,3.1750030518,3.8099994659
954,e0cd1886-f36a-46da-81c7-9dd45e2b3325,-11.8871999215,176.3060000007,-82.5119018555,0.0,0.0,-1.0,True,True,156,3.1750030518,3.8100016276
954,e0cd1886-f36a-46da-81c7-9dd45e2b3325,-11.8871998787,27.9399995804,-82.5119018555,0.0,0.0,-1.0,True,True,156,3.1750030518,3.8099999428
955,b54058e4-86b1-49c7-a179-6a9b05b17632,-37.5,2.504024446,-3.473070306e-18,4.725161214e-20,-1.0,1.386976139e-18,True,True,0,3.0000001192,10.0
956,8198ae59-e4da-4d5d-8095-a146b1614d45,39.25,0.0,0.0,1.0,0.0,0.0,True,True,228,2.5,2.4000000954
957,984da4c3-73ec-4db5-92d9-7268adb043a4,2.323666317e-18,7.75,4.061939753e-17,2.998278148e-19,1.0,5.241212682e-18,True,True,0,8.5,5.0
958,8bca2202-20d3-477f-b9b8-d98afb48a5e7,5e-10,-23.0,9.34e-08,-2.742310446e-19,-1.0,-3.768846509e-20,True,True,0,46.0,40.0000000243
959,d74b01ea-6414-4c57-90bc-ecd6b6f923a8,3.664378885e-24,8.3260001838,-3.664378885e-24,0.0,1.0,0.0,True,True,224,15.128000319,15.6057598472
960,35671301-2b92-4497-9736-d540feee765c,-1.658857652e-22,-1.658857628e-22,2.0,-5.583887527e-19,4.686520635e-17,1.0,True,True,0,4.0,105.0000001774
960,35671301-2b92-4497-9736-d540feee765c,-1.504632801e-22,-1.504632801e-22,-8.0,2.948633401e-17,8.12354171e-17,-1.0,True,True,0,16.0,100.0000005188
961,32f4ef69-79c8-4cc8-b7fb-c895ff931378,30.4664243792,-0.125,35.7294652293,0.0,1.0,0.0,True,False,0,0.25,1.4566032544
961,32f4ef69-79c8-4cc8-b7fb-c895ff931378,35.4190474492,-0.125,28.0233340897,0.0,1.0,0.0,True,False,0,0.25,0.2996203378
961,32f4ef69-79c8-4cc8-b7fb-c895ff931378,35.6885280609,-0.125,35.7294654846,0.0,1.0,0.0,True,True,0,0.25,1.4671897888
962,cbcca631-47e5-4c78-92e3-c565278db011,5.9303460121,51.5559024811,61.0,0.0,0.0,1.0,True,True,72,2.0,0.6500000954
962,cbcca631-47e5-4c78-92e3-c565278db011,11.6303462982,51.5559024811,61.0,0.0,0.0,1.0,True,True,72,2.0,0.6499996185
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,-6.8353037573,4.6016709235,-0.7043734938,0.0,0.0,1.0,True,False,0,0.9999999702,0.2998794432
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,-4.9720945281,6.319187654,1.1456264853,0.0,0.0,-1.0,True,False,0,4.6999999285,0.3499521559
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,-3.5473946321,-2.6914528413,-0.7043734938,0.0,0.0,1.0,True,False,0,0.9999999702,0.2998794298
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,-2.9993490174,1.9433134722,1.1456264853,0.0,0.0,-1.0,True,False,0,4.6999999285,0.3499521309
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,-1.0266035534,-2.4325607898,1.1456264853,0.0,0.0,-1.0,True,False,0,4.6999999285,0.3499521276
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,0.8224761565,8.0539755214,0.7956264615,0.0,0.0,1.0,True,False,0,3.9999998808,0.2998794409
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,2.2754472429,9.5865473659,1.1456264853,0.0,0.0,-1.0,True,False,0,4.6999999285,0.3499520371
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,4.1103852396,0.7608517211,0.7956264615,0.0,0.0,1.0,True,False,0,3.9999998808,0.2998794191
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,6.2209381732,0.8347988945,1.1456264853,0.0,0.0,-1.0,True,False,0,4.6999999285,0.3499521466
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,6.7183359776,10.4373968821,3.0656265284,-0.0003034663,-0.0003154816,-0.9999843706,True,False,0,0.8602170865,0.2498589776
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,9.5229890568,12.8539070528,1.1456264853,0.0,0.0,-1.0,True,False,0,4.6999999285,0.3499520556
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,9.574224723,11.9994663803,0.7956264615,0.0,0.0,1.0,True,False,0,3.9999998808,0.2998794609
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,9.8005994947,3.6003121647,3.0656268575,0.0022668829,-0.0014859488,-0.9998977845,True,False,0,0.8613514616,0.2501378345
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,12.6267529825,4.8744351174,3.0656265411,-0.000161137,0.001198506,-0.9998927205,True,False,0,0.8606038336,0.250095218
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,12.8621336575,4.7063426292,0.7956264615,0.0,0.0,1.0,True,False,0,3.9999998808,0.29987946
963,610bb7a1-a0a8-4182-b150-c4c1f15bc4d9,13.4684799564,4.1021586233,1.1456264853,0.0,0.0,-1.0,True,False,0,4.6999999285,0.349952158
964,4446059a-62d3-46d7-a004-301e8445fa40,-3.646775544e-24,-3.582984987e-24,1.5,0.0,0.0,-1.0,True,True,396,3.0,15.5
964,4446059a-62d3-46d7-a004-301e8445fa40,-3.646775544e-24,-3.582984987e-24,7.5,0.0,0.0,1.0,True,True,396,3.0,15.5
965,d472c73c-7105-4e0c-af59-c06018afad75,-25.4499998093,-1.2749998569,-2.369834196e-24,-1.0,0.0,0.0,True,True,212,12.6000003815,6.2750000954
965,d472c73c-7105-4e0c-af59-c06018afad75,25.4499998093,-1.2749998569,-2.369834196e-24,1.0,0.0,0.0,True,True,212,12.6000003815,6.2750000954
966,f0f7fe75-e5eb-470a-9e59-c5fba55cb60d,-13.0000000134,-5.552e-07,35.5601415634,0.0,0.0,-1.0,True,False,148,24.8797168732,1.9999999645
966,f0f7fe75-e5eb-470a-9e59-c5fba55cb60d,-13.0000000134,-5.552e-07,-35.5601415634,0.0,0.0,1.0,True,False,148,24.8797168732,1.9999999645
966,f0f7fe75-e5eb-470a-9e59-c5fba55cb60d,-8.6136659413,-14.9193072408,12.4999999752,0.5000000047,0.8660254011,1e-08,True,False,148,19.5453379433,1.9999998918
966,f0f7fe75-e5eb-470a-9e59-c5fba55cb60d,-8.6136659325,-14.9193072253,-12.5000000016,0.4999999952,0.8660254066,7.2e-09,True,False,148,19.5453379821,1.9999998918
966,f0f7fe75-e5eb-470a-9e59-c5fba55cb60d,-5.553e-07,-5.553e-07,-35.5601415634,0.0,0.0,1.0,True,False,148,24.8797168732,1.9999998793
966,f0f7fe75-e5eb-470a-9e59-c5fba55cb60d,-5.553e-07,-5.553e-07,35.5601415634,0.0,0.0,-1.0,True,False,148,24.8797168732,1.9999998793
967,2425f9b4-8fff-48d8-aad2-528c7633a0d7,11059.8377105713,1182.1694520937,161.2900022676,1.0,0.0,0.0,True,True,0,322.5795349121,120.9674943804
968,56e4f606-f3dd-4c0c-a1c9-1db1cebc5094,-60.3250005254,1.2699999809,-34.9250005458,0.0,-1.0,0.0,True,True,168,2.5399999619,4.241800462
968,56e4f606-f3dd-4c0c-a1c9-1db1cebc5094,-60.3250005254,1.2699999809,34.9250005032,0.0,-1.0,0.0,True,True,168,2.5399999619,4.241800462
968,56e4f606-f3dd-4c0c-a1c9-1db1cebc5094,60.3250005813,1.2699999809,-34.9250005458,0.0,-1.0,0.0,True,True,168,2.5399999619,4.241800462
968,56e4f606-f3dd-4c0c-a1c9-1db1cebc5094,60.3250005813,1.2699999809,34.9250005032,0.0,-1.0,0.0,True,True,168,2.5399999619,4.241800462
969,f5905ed9-64be-47d7-9417-cdd31eb45bb6,-0.7937500944,-1.8851562378,7.9374839004,-0.0002086311,-0.9999951791,0.0001680196,True,True,0,0.5956313533,0.5953305735
970,048ec5eb-6112-4b14-ae6e-71263d198cc7,165.2538277016,14.5,-444.2524984811,0.0,1.0,0.0,True,True,122,1.0,2.753669923
971,a9478ae1-9b51-4bd0-a3e5-b129c4122753,-75.0750001029,1.7000000477,38.0500035195,0.0,1.0,0.0,True,True,0,1.0,2.2000002051
971,a9478ae1-9b51-4bd0-a3e5-b129c4122753,-37.5750001038,1.7000000477,38.0500032804,0.0,1.0,0.0,True,True,0,1.0,2.1999999988
971,a9478ae1-9b51-4bd0-a3e5-b129c4122753,-27.4250000436,1.7000000477,-37.5499969077,0.0,1.0,0.0,True,True,0,1.0,2.1999998541
971,a9478ae1-9b51-4bd0-a3e5-b129c4122753,27.5749999565,1.7000000477,-37.5499969077,0.0,1.0,0.0,True,True,0,1.0,2.1999998541
971,a9478ae1-9b51-4bd0-a3e5-b129c4122753,37.4249998961,1.7000000477,38.0500032804,0.0,1.0,0.0,True,True,0,1.0,2.1999999988
971,a9478ae1-9b51-4bd0-a3e5-b129c4122753,74.9249998971,1.7000000477,38.0500035195,0.0,1.0,0.0,True,True,0,1.0,2.2000002051
971,a9478ae1-9b51-4bd0-a3e5-b129c4122753,77.5750002326,1.7000000477,-37.5499967009,0.0,1.0,0.0,True,True,0,1.0,2.1999999367
972,e26d6867-ee34-4ca9-93ca-b27539c98ad8,0.0,-8.9995622635,0.0,0.0,-1.0,0.0,True,True,204,17.999124527,1.4500000477
973,81782a16-7856-4c1e-b422-b45f39dffa2d,-30.2500179824,-1.3755439047,-0.0001164183,-0.0003562212,-0.9999685813,-0.0005639764,True,True,271,2.7535809677,3.4996894663
