,uuid,center_x,center_y,center_z,direction_x,direction_y,direction_z,end_closed,end_reachable,facet_count,length,radius
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-128.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-128.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-127.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-127.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-126.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-126.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-125.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-125.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-124.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-124.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-123.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-123.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-122.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-122.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-121.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-121.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-120.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-120.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-119.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-119.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-118.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-118.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-117.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-117.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-116.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-116.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-115.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-115.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-114.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-114.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-113.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-113.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-112.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-112.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-111.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-111.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-110.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-110.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-109.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-109.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-108.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-108.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-107.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-107.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-106.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-106.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-105.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-105.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-104.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-104.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-103.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-103.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-102.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-102.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-101.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-101.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-100.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-100.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-99.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-99.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-98.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-98.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-97.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-97.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-96.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-96.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-95.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-95.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-94.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-94.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-93.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-93.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-92.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-92.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-91.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-91.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-90.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-90.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-89.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-89.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-88.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-88.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-87.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-87.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-86.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-86.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-85.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-85.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-84.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-84.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-83.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-83.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-82.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-82.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-81.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-81.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-80.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-80.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-79.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-79.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-78.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-78.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-77.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-77.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-76.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-76.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-75.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-75.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-74.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-74.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-73.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-73.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-72.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-72.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-71.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-71.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-70.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-70.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-69.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-69.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-68.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-68.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-67.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-67.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-66.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-66.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-65.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-65.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-64.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999969482
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-63.9999980927,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.1999988556
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-63.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-63.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-62.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-62.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-61.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-61.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-60.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-60.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-59.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-59.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-58.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-58.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-57.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-57.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-56.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-56.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-55.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-55.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-54.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-54.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-53.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-53.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-52.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-52.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-51.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-51.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-50.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-50.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-49.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-49.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-48.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-48.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-47.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-47.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-46.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-46.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-45.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-45.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-44.5,154.0,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
67,66b001b1-bdf8-44a1-9c0a-fd87f8b1fb6a,-44.0,154.5,6.4500000477,0.0,0.0,1.0,True,True,124,0.2000002861,0.2000007629
